Place ID,Place Name,Place Type,Coastal_5km,FN Reserve Type,Distance to Nearest Substation (km),Nearest Substation Name,Distance to Nearest Transmission Line (km),Transmission Lines Owner,Transmission Line Description,Transmission Line Voltage (kV),POP Capacity (Gbps) for communities that are within 2km of POP,Remaining Capacity of POP (Gbps) - (-1 indicates capacity is unknown),CBC P3 Last-Mile Eligible,CRTC Last-Mile Eligible,CRTC Satellite Dependant,CRTC Transport Eligible,Last-Mile Status - Sept2019,Transport Status - Sept2019,Notes - Sept2019,Last-Mile Status (March2020),Transport Status (March2020),Notes (March2020),Last-Mile Status (June2020),Transport Status (June2020),Notes (June2020),Last-Mile Status (Sept2020),Transport Status (Sept2020),Notes (Sept2020),CBC Phase,CBC P3 Project Type,CBC P3 Project Name(s),CBC P2 Project Type,CBC P2 Project Name(s),CBC P1 Project Type,CBC P1 Project Name(s),479 Status (Sept2019),479 Status (March 2020),479 Notes (March2020),479 Status (June2020),479 Notes (June2020),479 Status (Sept2020),479 Notes (Sept2020),Potential Projects,FN Alt Name,Nation,Band Number,Incorporated,Latitude,Longitude,DBUID,CDUID,CSDUID,HEXID
8204,Earls Cove,Rural,Yes,,9.5,MALASPINA SUB,0.4,,MSA - Malaspina -> POW - Powell River,130,100,-1,Yes,Yes,No ,No,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,49.75,-124,59290111000,5929,5929018,BC49771240
8205,Egmont,Rural,Yes,,9.2,MALASPINA SUB,3.4,,MSA - Malaspina -> POW - Powell River,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,49.75,-123.9333,59290111000,5929,5929018,BC49741240
8206,Tuwanek,Rural,Yes,,7.5,SECHELT SUB,1.4,,COM - Clowhom -> SEC - Sechelt,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.5442,-123.7568,59290131000,5929,5929011,BC49561238
8207,Saltery Bay,Rural,Yes,,0.6,SALTERY BAY SUB,0.3,,MSA - Malaspina -> POW - Powell River,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Squamish to Sunshine Coast - Transport,,,,No,49.7833,-124.1833,59270082000,5927,5927016,BC49801242
8208,Powell River,Rural,Yes,,1.7,FOREST VIEW SUB,0.2,,MSA - Malaspina -> POW - Powell River,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,Original,,Removed from Connected Coast.  Not included in count for March 2020,,,,,,,,,Yes,49.872,-124.5465,59270055000,5927,5927008,BC49851246
8210,Wildwood,Rural,Yes,,3.8,FOREST VIEW SUB,1.4,,MSA - Malaspina -> POW - Powell River,130,,,No,No,No ,No,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,49.891,-124.5571,59270053000,5927,5927008,BC49901246
8211,Westview,Rural,Yes,,2.8,FOREST VIEW SUB,1.7,,MSA - Malaspina -> POW - Powell River,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,49.8364,-124.5246,59270065000,5927,5927008,BC49821245
8212,Cranberry,Rural,Yes,,1.1,FOREST VIEW SUB,1.1,,MSA - Malaspina -> POW - Powell River,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.8702,-124.5232,59270059000,5927,5927008,BC49871245
8213,Lund,Rural,Yes,,21.1,FOREST VIEW SUB,18.5,Unknown,MSA - Malaspina -> POW - Powell River,130,1,-1,Yes,Yes,No ,No,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Squamish to Sunshine Coast - Transport,,,,No,49.9818,-124.7569,59270051000,5927,5927010,BC49981247
8214,Malibu,Rural,Yes,,48.3,SALTERY BAY SUB,47.1,,MSA - Malaspina -> POW - Powell River,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.1671,-123.8512,59290097000,5929,5929018,BC50161238
8215,Garibaldi,Rural,No,,16,FUNCTION JUNCTION SUB,0.3,,KLY - Kelly Lake -> CKY - Cheekye,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.9667,-123.15,59310221100,5931,5931021,BC49981232
8216,Mansons Landing,Rural,Yes,,20.1,CAMPBELL RIVER SUB,19.9,Unknown,1L102CBL Tap - Campbell River,130,1,-1,Yes,Yes,No ,No,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Squamish to Sunshine Coast - Transport,,,,No,50.0581,-124.9796,59240277000,5924,5924052,BC50081250
8218,Whaletown,Rural,Yes,,17.3,CAMPBELL RIVER SUB,14.6,Unknown,JHT - John Hart -> EFM - Elk Falls Mill,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,Rogers - Squamish to Sunshine Coast - Transport,,,,No,50.1012,-125.0468,59240274000,5924,5924052,BC50111250
8219,Read Island,Rural,Yes,,21.6,CAMPBELL RIVER SUB,14.9,Unknown,JHT - John Hart -> EFM - Elk Falls Mill,130,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Strathcona Regional District - Connected Coast,,,Original,Original,,Original,,Original,,,,,,No,50.1812,-125.0859,59240419000,5924,5924054,BC50191251
8220,Samahquam Nation Secondary,Rural First Nations Reserve,No,Secondary,8.7,SACHTEEN SUBSTATION,0.6,,BRT - Bridge River -> ROS - Rosedale,300,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Q'alatkú7em,In-SHUCK-ch,567,No,50.0513,-122.5395,59090460000,5909,5909875,BC50061225
8222,Tipella,Rural,No,,4,UPPER HARRISON TERMINAL,0.6,,BRT - Bridge River -> ROS - Rosedale,300,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.7446,-122.1538,59090450100,5909,5909048,BC49741221
8223,Bear Creek,Rural,No,,20.3,RUBY CREEK CAPACITOR,9.9,,BRT - Bridge River -> ROS - Rosedale,300,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.529,-121.7613,59090450100,5909,5909048,BC49541218
8224,Silver River,Rural,No,,26.8,RUBY CREEK CAPACITOR,7,,BRT - Bridge River -> ROS - Rosedale,300,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.5756,-121.8181,59090450100,5909,5909048,BC49561218
8225,Dogwood Valley,Rural,No,,6.9,AMERICAN CREEK CAPACITOR STN,0.2,,WAH - Wahleach -> BBR - Boston Bar,69,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,49.4845,-121.4252,59090803100,5909,5909016,BC49481214
8226,Squeah,Rural,No,,9.1,AMERICAN CREEK CAPACITOR STN,0.1,,WAH - Wahleach -> BBR - Boston Bar,69,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,49.5042,-121.4205,59090803000,5909,5909016,BC49481214
8228,Yale,Rural First Nations Reserve,No,Secondary,5.5,AMERICAN CREEK CAPACITOR STN,0.2,,WAH - Wahleach -> BBR - Boston Bar,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Stullawheets 8,Yale,589,No,49.4712,-121.4253,59090627000,5909,5909841,BC49481214
8229,Spuzzum,Rural,No,,1.2,SPUZZUM SUB,0.1,,WAH - Wahleach -> BBR - Boston Bar,69,10,-1,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,49.6886,-121.4168,59090803100,5909,5909016,BC49691214
8231,North Bend,Rural,No,,2.5,BOSTON BAR SUB,1.2,,KLY - Kelly Lake -> CBN - Clayburn,500,100,100,No,No,No ,No,No,No,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.8833,-121.45,59090810000,5909,5909014,BC49901214
8232,Boston Bar,Rural,No,,0.1,BOSTON BAR SUB,0.2,,WAH - Wahleach -> BBR - Boston Bar,69,1,-1,No,No,No ,No,No,No,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.8624,-121.4433,59090810000,5909,5909014,BC49851214
8236,Lytton Nation Secondary 1,Rural First Nations Reserve,No,Secondary,30.7,SPENCES BRIDGE SUB,1.5,,KLY - Kelly Lake -> CBN - Clayburn,500,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Kitzowit 20,Lytton,705,No,50.2009,-121.5721,59331591000,5933,5933823,BC50211215
8237,Lytton,Rural,No,,28.5,SPENCES BRIDGE SUB,0.8,,KLY - Kelly Lake -> CBN - Clayburn,500,1,-1,No,No,No ,No,Yes,Yes,Connecting BC Phase 1 Project - Completed Winter 2019,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.2316,-121.5826,59331592000,5933,5933015,BC50241216
8239,Lower Nicola,Rural,No,,8.7,MERRITT 2 SUB,1,Unknown,HLD - Highland -> MRT - Merritt,69,100,100,No,Yes,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,50.1597,-120.8783,59331569000,5933,5933008,BC50131209
8240,Merritt,Rural,No,,1.4,MERRITT 2 SUB,0.7,,HLD - Highland -> MRT - Merritt,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.1114,-120.7897,59331558000,5933,5933006,BC50111208
8244,Lytton Nation Secondary 2,Rural First Nations Reserve,No,Secondary,26.8,SPENCES BRIDGE SUB,0.4,,KLY - Kelly Lake -> CBN - Clayburn,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Lytton 9A,Lytton,705,No,50.3044,-121.6492,59331603000,5933,5933841,BC50321217
8246,Lillooet,Rural,No,,21.6,PAVILION SUB,0.3,,BRT - Bridge River -> KLY - Kelly Lake,230,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.6941,-121.9387,59310142000,5931,5931026,BC50691219
8251,South Shalalth,Rural,No,,0.6,BRIDGE RIVER TERMINAL,0.1,,BR1 - Bridge R. GS#1 -> BRT - Bridge R.,300,1,-1,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,50.7288,-122.2444,59310120100,5931,5931034,BC50741223
8252,Seton Portage,Rural,No,,3.4,BRIDGE RIVER TERMINAL,0.2,,BRT - Bridge River -> CKY - Cheekye,230,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.7069,-122.289,59310120100,5931,5931034,BC50691223
8253,Seton Lake,Rural First Nations Reserve,No,Primary,3.1,BRIDGE RIVER TERMINAL,0.7,,BRT - Bridge River -> CKY - Cheekye,230,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Mission 5,Seton Lake,595,No,50.7047,-122.2813,59310147000,5931,5931833,BC50691223
8254,Ts'kw'aylaxw,Rural First Nations Reserve,No,Secondary,13.4,PAVILION SUB,0.1,,SON - Seton -> CRQ - Carquille,69,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Shaw - Connecting Canadian Communities - Whistler to Cache Creek,,,Original,Original,,Original,,Original,,,Marble Canyon 3,Ts'kw'aylaxw,594,No,50.8167,-121.6667,59331475000,5933,5933872,BC50791217
8255,Upper Hat Creek 1 (Bonaparte),Rural First Nations Reserve,No,Secondary,15.1,CARQUILLE SUB,0.3,,SON - Seton -> CRQ - Carquille,69,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Shaw - Connecting Canadian Communities - Whistler to Cache Creek,,,Original,Original,,Original,,Original,,,Upper Hat Creek 1,Bonaparte,686,No,50.8167,-121.5833,59331473000,5933,5933875,BC50821216
8256,Lower Hat Creek 2 (Bonaparte),Rural First Nations Reserve,No,Secondary,6.6,CARQUILLE SUB,0.1,,SON - Seton -> CRQ - Carquille,69,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Shaw - Connecting Canadian Communities - Whistler to Cache Creek,,,Original,Original,,Original,,Original,,,Lower Hat Creek 2,Bonaparte,686,No,50.884,-121.493,59331476000,5933,5933836,BC50871215
8258,Moha,Rural,No,,16.5,BRIDGE RIVER TERMINAL,10.1,,KLY - Kelly Lake -> CKY - Cheekye,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.8641,-122.1697,59310120000,5931,5931034,BC50851221
8259,Lytton Nation Secondary 3,Rural First Nations Reserve,No,Secondary,27.5,SPENCES BRIDGE SUB,2.2,,KLY - Kelly Lake -> CBN - Clayburn,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Lytton 4A,Lytton,705,No,50.4415,-121.7125,59331624000,5933,5933839,BC50451217
8260,T'it'q'et Nation Secondary,Rural First Nations Reserve,No,Secondary,32.5,BRIDGE RIVER TERMINAL,5.1,,KLY - Kelly Lake -> CBN - Clayburn,500,,,Yes,Yes,No ,Yes,No,Pending,Connecting BC Phase 2 Project,No,Pending,,No,Pending,,No,Pending,,Phase 2,,,Transport,Lyttonnet - Lytton to Lillooet Bridge,,,Original,Original,,Original,,Original,,,Towinock 2,T'it'q'et,593,No,50.5833,-121.85,59310124000,5931,5931832,BC50611218
8261,Clinton,Rural,No,,1.5,CLINTON SUB,1.4,,HMH - 100 Mile -> CRQ - Carquille,69,100,100,Yes,Yes,No ,No,Pending,Pending,Connecting BC Phase 2 Project,Pending,Yes,,Pending,Yes,,Pending,Yes,,Phase 2,,,Last-Mile,ABC Communications - Clinton Fibre to the Home ,,,Original,Original,,Original,,Original,,,,,,Yes,51.0942,-121.5868,59331454000,5933,5933028,BC51091216
8262,Chasm,Rural,No,,11.1,SEVENTY MILE HOUSE SUB,2.1,,HMH - 100 Mile -> CRQ - Carquille,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,51.2167,-121.4833,59331457000,5933,5933032,BC51191215
8263,70 Mile House,Rural,No,,0.9,SEVENTY MILE HOUSE SUB,0.8,,HMH - 100 Mile -> CRQ - Carquille,69,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,Rogers - Kamloops to Prince George - Transport and Last-Mile (FWA),,,,No,51.3084,-121.396,59331455000,5933,5933032,BC51301214
8265,Cache Creek,Rural,No,,8.9,ASHCROFT SUB,0,,CRQ - Carquille -> SBR - Spences Bridge,69,1,-1,No,Yes,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.8119,-121.3233,59331478000,5933,5933024,BC50791213
8266,Ashcroft,Rural,No,,1.7,ASHCROFT SUB,0.9,,CRQ - Carquille -> SBR - Spences Bridge,69,1,-1,No,Yes,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.7211,-121.2807,59331462000,5933,5933019,BC50741213
8268,Boston Flats,Rural,No,,4,ASHCROFT SUB,0,,CRQ - Carquille -> SBR - Spences Bridge,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,50.7699,-121.3041,59331459100,5933,5933037,BC50791213
8269,Walhachin,Rural,No,,13.4,SAVONA SUB,2.2,,KLY - Kelly Lake -> SVA - Savona,287,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,Phase 1,,,,,Last-Mile,ABC Communications - Kamloops Rural Broadband,Original,Original,,Original,,Original,,Rogers - Kamloops to Prince George - Transport and Last-Mile (FWA),,,,No,50.7515,-120.9907,59331459100,5933,5933037,BC50771210
8270,Oregon Jack Creek,Rural First Nations Reserve,No,Secondary,7.8,ASHCROFT SUB,5,,CRQ - Carquille -> SBR - Spences Bridge,69,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Upper Nepa 6,Oregon Jack Creek,692,No,50.6667,-121.2667,59331461000,5933,5933876,BC50661212
8272,Spences Bridge,Rural,No,,1.4,SPENCES BRIDGE SUB,1.4,,CRQ - Carquille -> SBR - Spences Bridge,69,1,-1,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,No,50.4234,-121.3441,59331469100,5933,5933037,BC50401214
8276,Logan Lake,Rural,No,,4.4,GUICHON CAPACITOR STATION,0.4,,SVA - Savona -> HLD - Highland,130,1,-1,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.4913,-120.813,59331488000,5933,5933035,BC50481208
8277,Coldwater Nation Secondary,Rural First Nations Reserve,No,Secondary,20,MERRITT 2 SUB,8.5,,NIC - Nicola -> MDN - Meridian,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Paul's Basin 2,Coldwater,693,No,50.0024,-120.9853,59331554000,5933,5933809,BC49981210
8278,Brookmere,Rural,No,,34.3,MERRITT 2 SUB,12.4,,NIC - Nicola -> ING - Ingledow,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,Shaw/Rogers Highway 5 Transport Project,,,,No,49.8181,-120.875,59331654100,5933,5933012,BC49821209
8279,Allison Lake,Rural,No,,49.4,MERRITT 2 SUB,3.2,,NIC - Nicola -> SCO - Similco,238,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.6889,-120.6014,59070145000,5907,5907055,BC49691206
8280,Bankeir,Rural,No,,28.4,TROUT CREEK CAPACITOR,16.6,,NIC - Nicola -> VAS - Vaseux,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,No,49.7107,-120.2249,59070135000,5907,5907055,BC49691202
8281,Upper Nicola Nation Secondary,Rural First Nations Reserve,No,Secondary,6.7,NICOLA SUB,0,Unknown,HLD - Highland -> NIC - Nicola,130,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,,Nicola Lake 1,Upper Nicola,697,No,50.2197,-120.4621,59331549000,5933,5933806,BC50211205
8282,Vernon,Urban,No,,3.2,VERNON TERMINAL,1.3,,VNT - Vernon Term -> WDS - Woods Lake,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,50.2642,-119.2689,59370280000,5937,5937014,BC50271193
8283,Coldstream,Urban,No,,2.5,VERNON TERMINAL,1.2,Private,VNT - Vernon Terminal -> MON - Monashee,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 1,,,,,Last-Mile,ispeed Communications - ispeed Expansion,Original,Original,,Original,,Original,,,,,,Yes,50.2292,-119.2266,59370227000,5937,5937010,BC50211193
8284,Okanagan Nation Urban Secondary,Urban First Nations Reserve,No,Secondary,7.8,VERNON TERMINAL,2.8,,VNT - Vernon Term -> WDS - Woods Lake,69,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,Priest's Valley 6,Okanagan,616,No,50.2473,-119.3377,59370260000,5937,5937803,BC50241193
8285,Killiney Beach,Rural,No,,21,VERNON TERMINAL,10.1,,VNT - Vernon Term -> WDS - Woods Lake,69,,,No,No,No ,Yes,Yes ,Yes,Market Forces,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,50.1899,-119.5062,59350255000,5935,5935020,BC50211195
8286,Fintry,Rural,No,,23.9,VERNON TERMINAL,8.5,,VNT - Vernon Term -> WDS - Woods Lake,69,100,100,No,No,No ,No,No,No,,Yes,Yes,Market Forces,Yes,Yes,,Yes,Yes,,Phase 1,,,,,Last-Mile,ispeed Communications - ispeed Expansion,Original,Original,,Original,,Original,,,,,,No,50.1316,-119.5064,59350256000,5935,5935020,BC50111195
8287,Wilson Landing,Rural,No,,17.3,WESTBANK SUB,3,Unknown,VNT - Vernon Term -> WDS - Woods Lake,69,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.9821,-119.4973,59350355000,5935,5935020,BC50001195
8288,Nahun,Rural,No,,27,VERNON TERMINAL,8.6,,VNT - Vernon Term -> WDS - Woods Lake,69,,,Yes,No,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,,,,,,,,Rogers - Hwy 97 Kamploops to Osoyoos - Transport and Last-Mile (FWA),,,,No,50.0833,-119.5,59350255000,5935,5935020,BC50111195
8289,Caesars,Rural,No,,25.7,WESTBANK SUB,8.1,,VNT - Vernon Term -> WDS - Woods Lake,69,100,100,Yes,Yes,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,,,,,,,,,,,,,,,Rogers - Hwy 97 Kamploops to Osoyoos - Transport and Last-Mile (FWA),,,,No,50.0667,-119.5,59350255000,5935,5935020,BC50061195
8290,Traders Cove,Rural,No,,12.8,WESTBANK SUB,1.9,Unknown,NIC - Nicola -> WBK - Westbank,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,49.9361,-119.5041,59350355000,5935,5935020,BC49951195
8291,Kedleston,Rural,No,,7.9,VERNON TERMINAL,3.1,,SAM - Salmon Arm -> VNT - Vernon Term.,130,100,100,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,50.3167,-119.1833,59370314000,5937,5937021,BC50291192
8293,Okanagan Nation Secondary 2,Rural First Nations Reserve,No,Secondary,15.8,VERNON TERMINAL,8.6,,VNT - Vernon Term -> WDS - Woods Lake,69,,,No,No,No ,Yes,Yes,Yes,Market Forces,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,Rogers Interest. Ispeed Communications - Parker Cove,Okanagan (Part) 1,Okanagan,616,No,50.2343,-119.4483,59370327000,5937,5937801,BC50241194
8294,Armstrong,Rural,No,,1.1,ARMSTRONG SUB,1.1,,SAM - Salmon Arm -> VNT - Vernon Term.,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 1,,,,,Last-Mile/Last-Mile,"ispeed Communications - ispeed Expansion, MYBC Datacom Ltd. - Okanagan / Shuswap Upgrade",Original,Original,,Original,,Original,,,,,,Yes,50.4461,-119.1992,59370312000,5937,5937028,BC50451192
8295,Enderby,Rural,No,,0.6,ENDERBY SUB,0.5,,SAM - Salmon Arm -> VNT - Vernon Term.,130,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 1,,,,,Last-Mile/Last-Mile,"ispeed Communications - ispeed Expansion, MYBC Datacom Ltd. - Okanagan / Shuswap Upgrade",Original,Original,,Original,,Original,,,,,,Yes,50.5549,-119.141,59370132000,5937,5937033,BC50531191
8296,Okanagan Nation Secondary 1,Rural First Nations Reserve,No,Secondary,11.4,ARMSTRONG SUB,0.2,,VNT - Vernon Term -> MTE - Monte Lake,69,100,100,No,Yes,No ,No,Yes,Yes,Market Forces,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Rogers Interest,Okanagan (Part) 1,Okanagan,616,No,50.4303,-119.3414,59390181000,5939,5939804,BC50421194
8297,Glenemma,Rural,No,,12.2,ARMSTRONG SUB,1.6,,VNT - Vernon Term -> VVW - Valleyview,130,2,1,No,Yes,No ,No,No,No,,No,Yes,Showing a POP within 2km,Yes,Yes,Market Forces,Yes,Yes,,Phase 1,,,,,Last-Mile,MYBC Datacom Ltd. - Okanagan / Shuswap Upgrade,Original,Original,,Original,,Original,,Rogers - Hwy 97 Kamploops to Osoyoos - Transport and Last-Mile (FWA),,,,No,50.4694,-119.3525,59390179000,5939,5939039,BC50481194
8298,Hullcar,Rural,No,,8.6,ARMSTRONG SUB,3.1,,ACK - Ashton Creek -> NIC - Nicola,500,,,Yes,Yes,No ,Yes,No,No,,No,No,,No,No,,No,No,,,,,,,,,Original,Original,,Original,,Original,,Rogers Interest,,,,No,50.503,-119.2698,59370151000,5937,5937024,BC50531193
8300,Ashton Creek,Rural,No,,1.5,ASHTON CREEK SUB,0.9,,ACK - Ashton Creek -> SAM - Salmon Arm,287,,,No,No,No ,Yes,Yes,Yes,,Yes,No,,Yes,No,,Yes,No,,,,,,,,,,,,,,,,,,,,No,50.556,-119.0126,59370251000,5937,5937041,BC50581190
8301,Yankee Flats,Rural,No,,15.6,ARMSTRONG SUB,0.9,,ACK - Ashton Creek -> NIC - Nicola,500,2,1,Yes,No,No ,No,No,No,,No,Yes,,No,Yes,,No,Yes,,Phase 1,,,,,Last-Mile,MYBC Datacom Ltd. - Okanagan / Shuswap Upgrade,Original,Original,,Original,,Original,,Rogers - Hwy 97 Kamploops to Osoyoos - Transport and Last-Mile (FWA),,,,No,50.5164,-119.3755,59390182000,5939,5939039,BC50531194
8302,Silver Creek,Rural,No,,13.3,SALMON ARM SUB,8.7,,ACK - Ashton Creek -> NIC - Nicola,500,1,-1,No,No,No ,No,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,,Phase 1,,,,,Last-Mile,MYBC Datacom Ltd. - Okanagan / Shuswap Upgrade,Original,Original,,Original,,Original,,,,,,No,50.5961,-119.3654,59390177000,5939,5939039,BC50581194
